0.,0.,0.,0.,1.
"Around[0.09599999999999992, 0.09631597830457664]","Around[0.4079999999999999, 0.2414936684867575]","Around[0.07199999999999997, 0.08537498983243799]","Around[0.02700000000000001, 0.05290548080293665]","Around[0.397, 0.21055722128282242]"
"Around[0.17099999999999987, 0.15973146657481554]","Around[0.5550000000000002, 0.2275805995530579]","Around[0.11899999999999998, 0.14612503294276877]","Around[0.031000000000000017, 0.054485657458517175]","Around[0.12399999999999993, 0.15117051714049684]"
"Around[0.198, 0.1853089148945456]","Around[0.5320000000000001, 0.23947754581483202]","Around[0.15799999999999995, 0.16707827960315946]","Around[0.04400000000000002, 0.08080404030302525]","Around[0.06799999999999998, 0.09731755787475903]"
"Around[0.25499999999999995, 0.22219065432345908]","Around[0.49900000000000005, 0.24802044555669484]","Around[0.1519999999999999, 0.15857955337140647]","Around[0.03400000000000002, 0.06231234454607115]","Around[0.05999999999999997, 0.09534625892455924]"
"Around[0.2889999999999999, 0.23990528434060276]","Around[0.433, 0.28393163211796557]","Around[0.2009999999999999, 0.21625602111078124]","Around[0.03600000000000001, 0.06893123494842633]","Around[0.041000000000000016, 0.06371495868001453]"
"Around[0.319, 0.22459615834522717]","Around[0.405, 0.23629078131263043]","Around[0.18099999999999994, 0.1878614361488786]","Around[0.041000000000000016, 0.06976873775321414]","Around[0.05399999999999999, 0.08216760402686178]"
"Around[0.3190000000000001, 0.23982106123971145]","Around[0.4130000000000002, 0.23726343880577008]","Around[0.1709999999999999, 0.17308548714027372]","Around[0.04600000000000001, 0.06730002176294544]","Around[0.050999999999999976, 0.07848952835000386]"
"Around[0.3790000000000001, 0.2454824151779841]","Around[0.36900000000000005, 0.24972510138675738]","Around[0.13999999999999993, 0.17407765595569785]","Around[0.06399999999999999, 0.09268170795739032]","Around[0.048, 0.07847022210734311]"
"Around[0.39000000000000024, 0.26685599339741506]","Around[0.373, 0.2703738526596465]","Around[0.1359999999999999, 0.14806495980897144]","Around[0.04300000000000002, 0.07142842712828137]","Around[0.05799999999999999, 0.08309663353620594]"
"Around[0.3880000000000002, 0.2523745813130342]","Around[0.38499999999999995, 0.27574508796233077]","Around[0.12499999999999989, 0.132096536478043]","Around[0.05, 0.08468599159080073]","Around[0.051999999999999984, 0.07174590404667536]"
"Around[0.3759999999999998, 0.26671211733881445]","Around[0.4120000000000001, 0.2656343655508755]","Around[0.13799999999999993, 0.14126413400278062]","Around[0.04100000000000002, 0.06830561152391922]","Around[0.033000000000000015, 0.0652191333393457]"
"Around[0.368, 0.25815194022595345]","Around[0.3640000000000001, 0.2584022390996587]","Around[0.17299999999999993, 0.1496494219666401]","Around[0.04700000000000002, 0.07171069824248152]","Around[0.048, 0.06887259501016602]"
"Around[0.3580000000000001, 0.24253709494475775]","Around[0.376, 0.24664209541828672]","Around[0.16199999999999995, 0.15490629295144728]","Around[0.053000000000000005, 0.07581876316905235]","Around[0.051, 0.08347866115772863]"
"Around[0.36199999999999993, 0.274792851273666]","Around[0.406, 0.27259323305443717]","Around[0.13099999999999995, 0.16124202274528157]","Around[0.05, 0.08226589066968625]","Around[0.051, 0.08703302519588456]"
"Around[0.37400000000000005, 0.23295206946208197]","Around[0.389, 0.25302014133106465]","Around[0.12599999999999997, 0.14813316422541695]","Around[0.051, 0.0717670192393766]","Around[0.06000000000000001, 0.09211323729436767]"
"Around[0.3840000000000001, 0.2584804077916182]","Around[0.3740000000000002, 0.2533094087586495]","Around[0.14799999999999996, 0.15007069041359183]","Around[0.04300000000000001, 0.07687718133556283]","Around[0.051, 0.08586458683722453]"
"Around[0.3360000000000001, 0.25005857899558837]","Around[0.40399999999999997, 0.2692751212219408]","Around[0.1519999999999999, 0.15857955337140647]","Around[0.052000000000000005, 0.09690149116447586]","Around[0.055999999999999994, 0.08682968351545421]"
"Around[0.359, 0.26858965735933327]","Around[0.40300000000000014, 0.24841111248911718]","Around[0.14199999999999993, 0.14851453011933094]","Around[0.046000000000000006, 0.08338786094831402]","Around[0.05, 0.07316785737969478]"
"Around[0.373, 0.2581421580009235]","Around[0.42, 0.25936986577612925]","Around[0.12099999999999993, 0.14305116694258865]","Around[0.041000000000000016, 0.06528105515091007]","Around[0.04500000000000001, 0.07299508769967214]"
"Around[0.3710000000000001, 0.28578970865963244]","Around[0.406, 0.28420365439543027]","Around[0.1239999999999999, 0.15447532574047634]","Around[0.05499999999999998, 0.08572330399888264]","Around[0.04400000000000001, 0.08204458014587637]"
"Around[0.4000000000000001, 0.23484359721209166]","Around[0.3970000000000002, 0.25641467362162573]","Around[0.12099999999999993, 0.12333333333333334]","Around[0.048, 0.08930709700666334]","Around[0.034000000000000016, 0.0589812502307969]"
"Around[0.4070000000000003, 0.2716411030917245]","Around[0.3620000000000001, 0.25772117107486925]","Around[0.1359999999999999, 0.15860503004493762]","Around[0.05000000000000001, 0.07316785737969478]","Around[0.045, 0.0701729465267237]"
"Around[0.39000000000000024, 0.2783428595720528]","Around[0.37800000000000006, 0.2642236579380079]","Around[0.15099999999999997, 0.16048852188416984]","Around[0.040000000000000015, 0.07247430753394787]","Around[0.041000000000000016, 0.06210938542262158]"
"Around[0.376, 0.2535087112244206]","Around[0.34000000000000014, 0.22652401928522134]","Around[0.17999999999999988, 0.16017667013821227]","Around[0.053, 0.0846323003505533]","Around[0.05099999999999999, 0.07587203474644433]"
"Around[0.4010000000000001, 0.2595625690902432]","Around[0.32900000000000007, 0.25077455769650714]","Around[0.177, 0.15945297904163638]","Around[0.048999999999999995, 0.0731609544260137]","Around[0.04400000000000001, 0.0700937323384289]"
"Around[0.39699999999999996, 0.2583768291828543]","Around[0.3260000000000002, 0.2245624252369101]","Around[0.16399999999999992, 0.15860503004493762]","Around[0.053, 0.08343024667712581]","Around[0.05999999999999999, 0.08761716542303613]"
"Around[0.4020000000000002, 0.23654926665613563]","Around[0.36500000000000005, 0.2548023595342917]","Around[0.14799999999999996, 0.17319341672234426]","Around[0.04100000000000002, 0.0739847104051734]","Around[0.044000000000000004, 0.05915226030330455]"
"Around[0.36400000000000027, 0.23848003537555776]","Around[0.37500000000000017, 0.23457462037750915]","Around[0.16199999999999992, 0.16316317667360558]","Around[0.058999999999999976, 0.07925792188682582]","Around[0.040000000000000015, 0.06513389472789297]"
"Around[0.3580000000000002, 0.2507282322847718]","Around[0.4259999999999997, 0.25130769099961026]","Around[0.13999999999999996, 0.16080605044147395]","Around[0.05199999999999999, 0.09043106644167025]","Around[0.024000000000000007, 0.05148305595538255]"
"Around[0.38199999999999995, 0.29314732394370163]","Around[0.35700000000000026, 0.2771627534846483]","Around[0.1439999999999999, 0.13876802822179776]","Around[0.061, 0.09308950835436057]","Around[0.055999999999999994, 0.08447102186758212]"
"Around[0.425, 0.2548023595342917]","Around[0.3640000000000001, 0.2463962481676844]","Around[0.11999999999999994, 0.14494861506789575]","Around[0.03500000000000002, 0.0701729465267237]","Around[0.056000000000000015, 0.09136451580058173]"
"Around[0.42800000000000016, 0.2663179538169602]","Around[0.342, 0.2470758277259527]","Around[0.12999999999999998, 0.16236882817719775]","Around[0.053000000000000005, 0.08343024667712581]","Around[0.047000000000000014, 0.07447459060958071]"
"Around[0.4040000000000001, 0.2670149241090649]","Around[0.3670000000000001, 0.24123210667929199]","Around[0.13499999999999998, 0.1445124160196569]","Around[0.04100000000000002, 0.06830561152391922]","Around[0.05299999999999999, 0.07581876316905235]"
"Around[0.3979999999999999, 0.28954160915893146]","Around[0.364, 0.26112422060364027]","Around[0.1389999999999999, 0.1556316552672114]","Around[0.04800000000000001, 0.09479376870796197]","Around[0.051, 0.07848952835000386]"
"Around[0.4070000000000003, 0.27201270023825924]","Around[0.35000000000000014, 0.251259453814803]","Around[0.13399999999999992, 0.15454070105583284]","Around[0.04400000000000001, 0.07563869460277671]","Around[0.06499999999999996, 0.09142530206997328]"
"Around[0.38300000000000023, 0.25427853971103376]","Around[0.3770000000000002, 0.25853315829772]","Around[0.13599999999999995, 0.15009761133773228]","Around[0.04200000000000001, 0.06384957068585252]","Around[0.06199999999999997, 0.09721370814090496]"
"Around[0.4320000000000001, 0.25460605339277076]","Around[0.34500000000000014, 0.242201602310175]","Around[0.13099999999999992, 0.15419717142920517]","Around[0.04400000000000001, 0.0715202874375622]","Around[0.04800000000000001, 0.07174590404667537]"
"Around[0.386, 0.2708087401421412]","Around[0.35400000000000015, 0.259533380815601]","Around[0.13799999999999993, 0.15227566709057228]","Around[0.06699999999999999, 0.0853454063429215]","Around[0.055, 0.08087276451565163]"
"Around[0.3830000000000001, 0.26055690163551415]","Around[0.3760000000000001, 0.24167763820444957]","Around[0.14199999999999988, 0.15054111153643798]","Around[0.05300000000000002, 0.08927881647236971]","Around[0.046000000000000006, 0.068784541368778]"
"Around[0.392, 0.2485025862109595]","Around[0.34900000000000003, 0.24883364285840015]","Around[0.15999999999999992, 0.16391670710664874]","Around[0.05599999999999999, 0.09777318630174615]","Around[0.04300000000000001, 0.07555184185763315]"
"Around[0.37200000000000005, 0.23401631644745707]","Around[0.3769999999999999, 0.24857370916669547]","Around[0.1519999999999999, 0.15074227118904743]","Around[0.05799999999999999, 0.07936617603859909]","Around[0.041000000000000016, 0.07260659179246173]"
"Around[0.3780000000000001, 0.23637839891738727]","Around[0.35700000000000015, 0.22439818505180797]","Around[0.1549999999999999, 0.1707825127659933]","Around[0.066, 0.08435135751813076]","Around[0.04400000000000001, 0.0868296835154542]"
"Around[0.401, 0.25721704076636537]","Around[0.3710000000000003, 0.25317977802344327]","Around[0.1399999999999999, 0.15175738212786563]","Around[0.04300000000000002, 0.0685418105828829]","Around[0.04500000000000001, 0.08572330399888264]"
"Around[0.41900000000000015, 0.26617188947647114]","Around[0.32900000000000007, 0.23796061128945803]","Around[0.12699999999999995, 0.1600852045857853]","Around[0.06499999999999997, 0.08453676505795953]","Around[0.05999999999999997, 0.08761716542303613]"
