"Around[0.5272000000000001, 0.27343708304441516]","Around[0.4728, 0.27343708304441516]"
"Around[0.5267999999999998, 0.28190148003237664]","Around[0.4732000000000001, 0.28190148003237664]"
"Around[0.5161999999999999, 0.272788740547877]","Around[0.4838000000000001, 0.272788740547877]"
"Around[0.511, 0.28000541120312356]","Around[0.48900000000000005, 0.28000541120312356]"
"Around[0.5128, 0.28286442481917523]","Around[0.48719999999999986, 0.28286442481917523]"
"Around[0.5032000000000001, 0.28271011672915086]","Around[0.4967999999999999, 0.28271011672915086]"
"Around[0.5053999999999997, 0.29295919666242076]","Around[0.49460000000000015, 0.29295919666242076]"
"Around[0.5054000000000001, 0.28789525311765174]","Around[0.4946, 0.28789525311765174]"
"Around[0.5006000000000003, 0.285706001322897]","Around[0.4993999999999998, 0.285706001322897]"
"Around[0.5091999999999999, 0.2887439885245941]","Around[0.4908000000000001, 0.2887439885245941]"
"Around[0.5004, 0.3020466215936898]","Around[0.4996, 0.3020466215936898]"
"Around[0.5134, 0.29425550637210346]","Around[0.4866, 0.29425550637210346]"
"Around[0.5118, 0.3041144787109225]","Around[0.4881999999999998, 0.3041144787109225]"
"Around[0.5152000000000002, 0.3035829143061017]","Around[0.48479999999999984, 0.3035829143061017]"
"Around[0.529, 0.30120800558129696]","Around[0.4709999999999999, 0.30120800558129696]"
"Around[0.5336, 0.2913830482510622]","Around[0.4663999999999999, 0.2913830482510621]"
"Around[0.5303999999999999, 0.27717886140923736]","Around[0.46960000000000013, 0.27717886140923736]"
"Around[0.5228, 0.2830429171155726]","Around[0.4772, 0.2830429171155726]"
"Around[0.5313999999999999, 0.28663502291875703]","Around[0.46860000000000007, 0.28663502291875703]"
"Around[0.5239999999999999, 0.2917588598881486]","Around[0.4760000000000001, 0.2917588598881486]"
"Around[0.5385999999999999, 0.30898014057982315]","Around[0.4614000000000002, 0.30898014057982315]"
"Around[0.5143999999999997, 0.3085983954867065]","Around[0.4856000000000003, 0.3085983954867065]"
"Around[0.5267999999999999, 0.30549473040141023]","Around[0.4732, 0.3054947304014102]"
"Around[0.525, 0.3071455417849718]","Around[0.4750000000000001, 0.3071455417849718]"
"Around[0.5286, 0.2998889356701473]","Around[0.4714, 0.2998889356701473]"
"Around[0.5262000000000001, 0.29305351667632934]","Around[0.47379999999999994, 0.29305351667632934]"
"Around[0.5148000000000003, 0.29385105826667435]","Around[0.4851999999999998, 0.29385105826667435]"
