"Around[0.49760000000000004, 0.048764948498078026]","Around[0.5024, 0.048764948498078026]"
"Around[0.4883999999999999, 0.056151310732428114]","Around[0.5116, 0.05615131073242813]"
"Around[0.4958000000000001, 0.05350691449700589]","Around[0.5042, 0.0535069144970059]"
"Around[0.5011999999999999, 0.050357910916947225]","Around[0.4988000000000002, 0.050357910916947225]"
"Around[0.49720000000000014, 0.05005209407419556]","Around[0.5027999999999998, 0.05005209407419556]"
"Around[0.4896000000000001, 0.04836561095688055]","Around[0.5104, 0.04836561095688055]"
"Around[0.48519999999999996, 0.05168826528020425]","Around[0.5148, 0.05168826528020424]"
"Around[0.4960000000000001, 0.04824181513244219]","Around[0.504, 0.04824181513244218]"
"Around[0.4987999999999997, 0.050837034142483584]","Around[0.5012000000000003, 0.050837034142483584]"
"Around[0.503, 0.047172582346661135]","Around[0.49700000000000005, 0.047172582346661135]"
"Around[0.5009999999999999, 0.04725815626252609]","Around[0.4990000000000002, 0.04725815626252609]"
