0.5,0.5
"Around[0.49579999999999996, 0.04488323796814409]","Around[0.5042, 0.04488323796814409]"
"Around[0.5054, 0.052250755153790976]","Around[0.4946000000000002, 0.05225075515379098]"
"Around[0.5026, 0.04685287524999847]","Around[0.49739999999999995, 0.04685287524999848]"
"Around[0.5092, 0.05573530517028002]","Around[0.49079999999999996, 0.05573530517028002]"
"Around[0.4968000000000002, 0.04855237721608834]","Around[0.5031999999999998, 0.04855237721608833]"
"Around[0.49460000000000015, 0.04224555442513294]","Around[0.5053999999999997, 0.04224555442513294]"
"Around[0.4953999999999999, 0.0497147418333391]","Around[0.5046000000000002, 0.04971474183333909]"
"Around[0.49919999999999987, 0.05569904701504182]","Around[0.5008000000000001, 0.05569904701504182]"
"Around[0.49719999999999975, 0.04956538381499001]","Around[0.5028000000000002, 0.04956538381499001]"
"Around[0.49500000000000005, 0.05336173486192843]","Around[0.505, 0.05336173486192843]"
"Around[0.5028000000000005, 0.05013275305918208]","Around[0.4971999999999997, 0.05013275305918208]"
"Around[0.4954, 0.04608775117187656]","Around[0.5046, 0.04608775117187656]"
"Around[0.5018, 0.049408215077775444]","Around[0.4982, 0.04940821507777545]"
"Around[0.4913999999999997, 0.05297264397876522]","Around[0.5086000000000004, 0.05297264397876522]"
"Around[0.4969999999999999, 0.051276631415225885]","Around[0.5030000000000001, 0.051276631415225885]"
"Around[0.5019999999999997, 0.04836728170358491]","Around[0.4980000000000004, 0.04836728170358491]"
"Around[0.503, 0.05040242097760821]","Around[0.49699999999999994, 0.05040242097760823]"
"Around[0.5046, 0.05294212582498636]","Around[0.49540000000000006, 0.05294212582498636]"
"Around[0.5008, 0.048652135647166646]","Around[0.49920000000000003, 0.048652135647166646]"
"Around[0.49800000000000005, 0.043808582711518065]","Around[0.502, 0.04380858271151807]"
"Around[0.49739999999999995, 0.05090335465518472]","Around[0.5026, 0.05090335465518472]"
"Around[0.4998000000000003, 0.043900254250201366]","Around[0.5001999999999996, 0.04390025425020137]"
"Around[0.4996000000000001, 0.05155990925539186]","Around[0.5003999999999998, 0.05155990925539186]"
"Around[0.4986000000000002, 0.04568270012717168]","Around[0.5013999999999998, 0.04568270012717168]"
"Around[0.5018, 0.04706282068585659]","Around[0.4982, 0.04706282068585659]"
"Around[0.502, 0.05442073282873138]","Around[0.49800000000000005, 0.054420732828731395]"
"Around[0.5061999999999998, 0.046423174289476496]","Around[0.4938000000000003, 0.0464231742894765]"
"Around[0.49779999999999996, 0.05225384814982192]","Around[0.5022000000000001, 0.05225384814982192]"
"Around[0.49579999999999985, 0.048683268235201776]","Around[0.5042000000000002, 0.04868326823520178]"
"Around[0.5000000000000001, 0.05005047956863656]","Around[0.49999999999999983, 0.05005047956863656]"
"Around[0.4976000000000001, 0.04868202331394407]","Around[0.5024, 0.04868202331394407]"
"Around[0.4994000000000001, 0.0545656864834865]","Around[0.5005999999999999, 0.0545656864834865]"
"Around[0.49660000000000004, 0.054831606309728435]","Around[0.5034000000000001, 0.054831606309728435]"
"Around[0.49620000000000014, 0.04509876927255321]","Around[0.5037999999999999, 0.04509876927255322]"
"Around[0.5003999999999995, 0.04824014004033479]","Around[0.4996000000000005, 0.04824014004033478]"
"Around[0.49540000000000006, 0.05248222402284261]","Around[0.5045999999999999, 0.05248222402284261]"
"Around[0.4997999999999998, 0.04490123842525073]","Around[0.5002000000000002, 0.044901238425250733]"
"Around[0.4996, 0.05318008285177086]","Around[0.5004000000000001, 0.05318008285177086]"
"Around[0.5098000000000001, 0.05877503764784035]","Around[0.4901999999999999, 0.05877503764784035]"
"Around[0.5026000000000002, 0.05050492525236995]","Around[0.49739999999999995, 0.05050492525236995]"
"Around[0.49760000000000004, 0.0531268731101751]","Around[0.5023999999999998, 0.0531268731101751]"
"Around[0.49680000000000013, 0.047797552872569336]","Around[0.5032, 0.047797552872569336]"
"Around[0.4990000000000002, 0.04860685407045248]","Around[0.5009999999999999, 0.04860685407045248]"
"Around[0.4994000000000002, 0.05351899502310211]","Around[0.5005999999999998, 0.05351899502310211]"
"Around[0.49300000000000005, 0.04489043901713945]","Around[0.507, 0.04489043901713945]"
"Around[0.4926000000000002, 0.05042486159293516]","Around[0.5074, 0.05042486159293516]"
"Around[0.5028, 0.04790731792859115]","Around[0.4972000000000001, 0.04790731792859115]"
"Around[0.5067999999999998, 0.05521089044964249]","Around[0.4932000000000002, 0.055210890449642495]"
"Around[0.5031999999999999, 0.044650833919390245]","Around[0.49680000000000013, 0.044650833919390245]"
"Around[0.49399999999999994, 0.048700278969603154]","Around[0.5060000000000001, 0.04870027896960316]"
"Around[0.5042000000000001, 0.048766191302391196]","Around[0.4957999999999999, 0.048766191302391196]"
"Around[0.5063999999999999, 0.04781107601695438]","Around[0.49360000000000015, 0.047811076016954376]"
"Around[0.4997999999999999, 0.04499113268414145]","Around[0.5002000000000001, 0.04499113268414144]"
"Around[0.49919999999999987, 0.04806729289719411]","Around[0.5008000000000001, 0.0480672928971941]"
"Around[0.503, 0.05229094983210225]","Around[0.4969999999999999, 0.05229094983210225]"
"Around[0.5042, 0.04917870936233946]","Around[0.4958000000000001, 0.04917870936233946]"
"Around[0.5064000000000001, 0.0566313615509208]","Around[0.4935999999999999, 0.0566313615509208]"
"Around[0.49779999999999996, 0.049145835340475515]","Around[0.5022000000000001, 0.049145835340475515]"
"Around[0.5024000000000002, 0.05087358068901002]","Around[0.4975999999999998, 0.05087358068901002]"
"Around[0.49720000000000014, 0.04989038489579436]","Around[0.5027999999999999, 0.04989038489579436]"
"Around[0.5009999999999999, 0.049756985195624305]","Around[0.4990000000000002, 0.049756985195624305]"
"Around[0.4992000000000001, 0.05748394593627025]","Around[0.5008, 0.05748394593627024]"
"Around[0.5020000000000001, 0.0532954410846185]","Around[0.498, 0.0532954410846185]"
"Around[0.5002000000000003, 0.049440914639638706]","Around[0.49979999999999974, 0.049440914639638706]"
"Around[0.4978, 0.050122677784440337]","Around[0.5022, 0.05012267778444033]"
"Around[0.49920000000000014, 0.04881794669168214]","Around[0.5007999999999998, 0.04881794669168214]"
"Around[0.5009999999999999, 0.04351941398892447]","Around[0.4990000000000002, 0.04351941398892447]"
"Around[0.4980000000000003, 0.04886592665527575]","Around[0.5019999999999998, 0.04886592665527574]"
