0.33333333333333337,0.33333333333333337,0.33333333333333337
"Around[0.32525252525252524, 0.08682025371712164]","Around[0.513939393939394, 0.08959725989141594]","Around[0.16080808080808084, 0.07810464423441671]"
"Around[0.3268686868686869, 0.127438515377472]","Around[0.630909090909091, 0.13149868753859242]","Around[0.042222222222222223, 0.05347639526993983]"
"Around[0.32404040404040413, 0.14807248056683958]","Around[0.6583838383838383, 0.1489536797934018]","Around[0.017575757575757574, 0.01901370017700993]"
"Around[0.32484848484848483, 0.1497020633748017]","Around[0.6610101010101012, 0.14956012106881053]","Around[0.014141414141414139, 0.016068584019711465]"
"Around[0.31777777777777777, 0.15850975121183344]","Around[0.6715151515151517, 0.15520471670830138]","Around[0.010707070707070712, 0.012972574946988483]"
"Around[0.3202020202020202, 0.1923391557826037]","Around[0.6654545454545455, 0.19279752143233422]","Around[0.014343434343434346, 0.017683686839718913]"
"Around[0.31676767676767686, 0.19970597795608272]","Around[0.6678787878787878, 0.19870124630472524]","Around[0.01535353535353535, 0.01583887184301558]"
"Around[0.30969696969696975, 0.2151051037612661]","Around[0.6759595959595959, 0.21439952084504088]","Around[0.01434343434343434, 0.016715164660067814]"
"Around[0.2953535353535353, 0.20463734571608538]","Around[0.6925252525252524, 0.20227936376091632]","Around[0.01212121212121212, 0.01471578503201381]"
"Around[0.31212121212121224, 0.23624053513659563]","Around[0.6765656565656566, 0.23977708497699163]","Around[0.011313131313131313, 0.011658880159725342]"
"Around[0.31212121212121224, 0.24620201206590675]","Around[0.674747474747475, 0.24910902996189352]","Around[0.013131313131313134, 0.014027577269281085]"
"Around[0.32989898989898997, 0.26282131253343133]","Around[0.6565656565656566, 0.25899363590895397]","Around[0.013535353535353534, 0.013932251791978422]"
"Around[0.34707070707070714, 0.2590158247652214]","Around[0.6426262626262625, 0.2570397533729434]","Around[0.010303030303030305, 0.01089251051472763]"
"Around[0.34181818181818174, 0.2652483160069974]","Around[0.644848484848485, 0.2642967345215183]","Around[0.013333333333333334, 0.02014421745063798]"
"Around[0.3511111111111111, 0.26342235398212466]","Around[0.6369696969696969, 0.26468289123813005]","Around[0.01191919191919192, 0.013017440705736119]"
"Around[0.3501010101010102, 0.2728807679400155]","Around[0.636969696969697, 0.2717628795222621]","Around[0.012929292929292933, 0.015139829204737665]"
"Around[0.35717171717171714, 0.27718221043630986]","Around[0.6286868686868687, 0.28079310166799515]","Around[0.014141414141414144, 0.015807288816887914]"
"Around[0.3703030303030305, 0.29458166732913077]","Around[0.6189898989898991, 0.2961919257966802]","Around[0.010707070707070707, 0.013289722096915731]"
"Around[0.38525252525252535, 0.29273381830097983]","Around[0.6012121212121212, 0.29028541221128706]","Around[0.013535353535353536, 0.018435437654430207]"
"Around[0.39616161616161605, 0.28027895138758213]","Around[0.5933333333333334, 0.27968785391556256]","Around[0.010505050505050509, 0.012237469002663313]"
"Around[0.41414141414141414, 0.2693430902238407]","Around[0.5701010101010103, 0.2723044280011048]","Around[0.01575757575757575, 0.02001146992595639]"
"Around[0.42626262626262634, 0.2914791478272542]","Around[0.5624242424242425, 0.28899280666605026]","Around[0.011313131313131317, 0.019428609154062724]"
"Around[0.4206060606060607, 0.29128448716967426]","Around[0.5694949494949495, 0.29248389855647833]","Around[0.009898989898989902, 0.010892510514727631]"
"Around[0.4179797979797983, 0.2938617789754631]","Around[0.572929292929293, 0.29341609689968573]","Around[0.009090909090909094, 0.013727487438990224]"
"Around[0.42747474747474745, 0.2968688520496256]","Around[0.565050505050505, 0.29721913750383416]","Around[0.007474747474747479, 0.009957755555028064]"
"Around[0.4189898989898991, 0.284949783958854]","Around[0.5698989898989898, 0.2885432122492356]","Around[0.011111111111111106, 0.013420689204717373]"
"Around[0.4173737373737373, 0.29762540550295]","Around[0.5743434343434344, 0.29776229007322963]","Around[0.008282828282828286, 0.010343411796512223]"
"Around[0.42808080808080823, 0.28085486693673956]","Around[0.5608080808080809, 0.28280796228205296]","Around[0.011111111111111113, 0.012116057448590668]"
"Around[0.45555555555555566, 0.27074068224679637]","Around[0.533737373737374, 0.26894357241714845]","Around[0.010707070707070712, 0.01143709507672979]"
"Around[0.4541414141414142, 0.272134616446539]","Around[0.5335353535353534, 0.2765574664361966]","Around[0.012323232323232321, 0.015310782516249396]"
"Around[0.4751515151515152, 0.28087021346193825]","Around[0.5125252525252527, 0.2797548501542987]","Around[0.012323232323232325, 0.015174173945585297]"
"Around[0.4818181818181819, 0.28319799436194426]","Around[0.5064646464646466, 0.2870449431090824]","Around[0.011717171717171716, 0.012134947210175261]"
"Around[0.4957575757575756, 0.29221288720550553]","Around[0.4947474747474749, 0.29334121834149857]","Around[0.009494949494949495, 0.012972574946988485]"
"Around[0.4787878787878788, 0.2751331160409219]","Around[0.5092929292929292, 0.27405701313638703]","Around[0.011919191919191918, 0.01236105728533452]"
"Around[0.48323232323232324, 0.28612473615178297]","Around[0.5036363636363635, 0.28532783928465577]","Around[0.013131313131313134, 0.01635755273990568]"
"Around[0.48464646464646477, 0.26823910314191884]","Around[0.5064646464646463, 0.26797131241264754]","Around[0.008888888888888892, 0.00992214339836715]"
"Around[0.4886868686868688, 0.276061601323254]","Around[0.4965656565656566, 0.27442351788747815]","Around[0.014747474747474745, 0.014886012957355034]"
"Around[0.48303030303030314, 0.27238493673596076]","Around[0.5028282828282827, 0.2704793714657878]","Around[0.014141414141414142, 0.01657882437673313]"
"Around[0.486060606060606, 0.27499412940313256]","Around[0.5050505050505053, 0.2754356763303326]","Around[0.00888888888888889, 0.013168524729061859]"
"Around[0.47616161616161634, 0.26830523298717845]","Around[0.5082828282828283, 0.2693078352043767]","Around[0.015555555555555552, 0.017460913731724117]"
"Around[0.47111111111111115, 0.2837306334616413]","Around[0.5200000000000001, 0.2836313950164474]","Around[0.008888888888888892, 0.009043832390183203]"
"Around[0.4824242424242424, 0.26531267986367674]","Around[0.5080808080808082, 0.2641934276259813]","Around[0.009494949494949499, 0.012313800202991734]"
"Around[0.4676767676767677, 0.25535214257935696]","Around[0.5153535353535355, 0.2533812743201363]","Around[0.016969696969696968, 0.02014421745063798]"
"Around[0.47070707070707063, 0.2613625782600224]","Around[0.5161616161616162, 0.25905191779298825]","Around[0.013131313131313131, 0.01781975329758798]"
"Around[0.45838383838383856, 0.2673324428804304]","Around[0.5339393939393938, 0.2678547305559893]","Around[0.0076767676767676785, 0.013924777006424036]"
"Around[0.4561616161616162, 0.259390176131903]","Around[0.5329292929292928, 0.26010524300422555]","Around[0.01090909090909091, 0.014114885149365061]"
"Around[0.4456565656565657, 0.25991368268503556]","Around[0.5444444444444445, 0.26148404547169546]","Around[0.009898989898989902, 0.012327320712365683]"
"Around[0.448080808080808, 0.26902408072572176]","Around[0.541010101010101, 0.2666013800380647]","Around[0.010909090909090915, 0.009964026840768872]"
"Around[0.46565656565656566, 0.27061759906221294]","Around[0.5226262626262627, 0.26731624126351594]","Around[0.01171717171717172, 0.016623977863104957]"
"Around[0.4688888888888889, 0.2687091095179299]","Around[0.5185858585858586, 0.2650539522680335]","Around[0.012525252525252521, 0.013774429510859134]"
"Around[0.4686868686868686, 0.27237966196338215]","Around[0.5197979797979799, 0.2678640589717412]","Around[0.011515151515151518, 0.015408390760127231]"
"Around[0.47454545454545444, 0.28808388141751784]","Around[0.5127272727272728, 0.29014421079546276]","Around[0.012727272727272731, 0.014546427966236989]"
"Around[0.49151515151515157, 0.28724508653617903]","Around[0.4943434343434343, 0.2903511823046599]","Around[0.014141414141414144, 0.0188144369558518]"
"Around[0.492121212121212, 0.29256326693617013]","Around[0.4945454545454547, 0.2909783696339275]","Around[0.013333333333333332, 0.015331168814191545]"
"Around[0.4888888888888891, 0.28523287966766725]","Around[0.4987878787878788, 0.28513715816346463]","Around[0.012323232323232325, 0.013426893869498548]"
"Around[0.4913131313131314, 0.29712349315921166]","Around[0.49676767676767697, 0.29603476179444327]","Around[0.011919191919191918, 0.013794067354206956]"
"Around[0.47818181818181815, 0.29435538813461937]","Around[0.5096969696969695, 0.29653037142426814]","Around[0.012121212121212121, 0.01338184487084517]"
"Around[0.47212121212121205, 0.2850343184888869]","Around[0.5171717171717173, 0.28787065053759825]","Around[0.010707070707070707, 0.014632063093573877]"
"Around[0.45676767676767677, 0.3031490868682699]","Around[0.528888888888889, 0.3019341129564627]","Around[0.014343434343434346, 0.021605543603866163]"
"Around[0.4480808080808082, 0.3040507795026031]","Around[0.5402020202020202, 0.3065367119660183]","Around[0.011717171717171716, 0.01462494598478491]"
"Around[0.45535353535353534, 0.2998100036428183]","Around[0.533939393939394, 0.2991506612881322]","Around[0.010707070707070712, 0.012972574946988483]"
"Around[0.4672727272727272, 0.2989264475507859]","Around[0.5232323232323233, 0.29894866753428134]","Around[0.009494949494949499, 0.012972574946988483]"
